0.3,0.44972,0.15529,0.15554,,0.0866890249,3461.0497835656,0.6922099567,,0.0000000625,2.91624740000043E-007,0.0005400229
0.4,-0.39812,0.18434,0.18462,,0.3392596516,,,,0.0000000784,,
0.5,1.5451,0.12589,0.12604,,2.0141570241,,,,0.0000000225,,
0.6,0.31697,0.26715,0.26755,,0.0024820324,,,,0.0000001600,,
0.7,1.7755,0.27158,0.27195,,2.2617753664,,,,0.0000001369,,
0.8,0.64255,0.42099,0.42161,,0.0490888336,,,,0.0000003844,,
0.9,1.1721,0.44224,0.44284,,0.5326956196,,,,0.0000003600,,
1,1.2441,0.51413,0.51482,,0.5328562009,,,,0.0000004761,,
1,-0.69514,0.51413,0.51482,,1.4623339329,,,,0.0000004761,,
1,-0.69514,0.51413,0.51482,,1.4623339329,,,,0.0000004761,,
1.1,-0.05876,0.52749,0.52788,,0.3436890625,,,,0.0000001521,,
1.2,1.6456,0.60294,0.60318,,1.0871398756,,,,0.0000000576,,
1.3,0.30648,0.84067,0.84108,,0.2853589561,,,,0.0000001681,,
1.4,1.404,0.92069,0.92096,,0.2335885561,,,,0.0000000729,,
1.5,0.80112,1.102,1.10230,,0.0905287744,,,,0.0000000900,,
1.6,1.0916,1.2048,1.20500,,0.01281424,,,,0.0000000400,,
1.7,0.1973,1.326,1.32620,,1.27396369,,,,0.0000000400,,
1.8,0.28284,1.3458,1.34580,,1.1298839616,,,,0.0000000000,,
1.9,2.1956,1.3721,1.37190,,0.67815225,,,,0.0000000400,,
2,1.5488,1.5864,1.58640,,0.00141376,,,,0.0000000000,,
2.1,1.046,1.7145,1.71440,,0.44689225,,,,0.0000000100,,
2.2,1.139,1.7794,1.77920,,0.41011216,,,,0.0000000400,,
2.3,2.5676,1.8469,1.84660,,0.51940849,,,,0.0000000900,,
2.4,2.0029,2.0501,2.04990,,0.00222784,,,,0.0000000400,,
2.5,2.6057,2.1762,2.17610,,0.18447025,,,,0.0000000100,,
2.6,2.6815,2.3497,2.34960,,0.11009124,,,,0.0000000100,,
2.7,3.1458,2.513,2.51310,,0.40043584,,,,0.0000000100,,
2.8,3.0413,2.7061,2.70620,,0.11235904,,,,0.0000000100,,
2.9,1.747,2.869,2.86930,,1.258884,,,,0.0000000900,,
3,3.2002,2.8864,2.88640,,0.09847044,,,,0.0000000000,,
3.1,3.9883,3.0469,3.04690,,0.88623396,,,,0.0000000000,,
3.2,3.8795,3.2696,3.26980,,0.37197801,,,,0.0000000400,,
3.3,1.47,3.4589,3.45920,,3.95572321,,,,0.0000000900,,
3.4,3.1594,3.3886,3.38850,,0.05253264,,,,0.0000000100,,
3.5,3.2236,3.494,3.49380,,0.07311616,,,,0.0000000400,,
3.6,3.8609,3.595,3.59480,,0.07070281,,,,0.0000000400,,
3.7,3.3215,3.7493,3.74920,,0.18301284,,,,0.0000000100,,
3.8,3.8322,3.8341,3.83390,,0.00000361,,,,0.0000000400,,
3.9,5.3052,3.9612,3.96110,,1.806336,,,,0.0000000100,,
4,4.9316,4.2223,4.22240,,0.50310649,,,,0.0000000100,,
4.1,4.6441,4.4195,4.41980,,0.05044516,,,,0.0000000900,,
4.2,3.7957,4.568,4.56830,,0.59644729,,,,0.0000000900,,
4.3,4.558,4.6169,4.61700,,0.00346921,,,,0.0000000100,,
4.4,4.8605,4.7367,4.73680,,0.01532644,,,,0.0000000100,,
4.5,4.4086,4.8746,4.87470,,0.217156,,,,0.0000000100,,
4.6,4.6716,4.9533,4.95330,,0.07935489,,,,0.0000000000,,
4.7,5.3977,5.0503,5.05030,,0.12068676,,,,0.0000000000,,
4.8,6.5132,5.2098,5.20980,,1.69885156,,,,0.0000000000,,
4.9,3.4195,5.4643,5.46460,,4.18120704,,,,0.0000000900,,
5,4.4655,5.3845,5.38430,,0.844561,,,,0.0000000400,,
5.1,6.356,5.4171,5.41680,,0.88153321,,,,0.0000000900,,
5.2,6.1214,5.6348,5.63470,,0.23677956,,,,0.0000000100,,
5.3,5.58,5.8071,5.80710,,0.05157441,,,,0.0000000000,,
5.4,6.2543,5.9078,5.90770,,0.12006225,,,,0.0000000100,,
5.5,5.2474,6.0655,6.06550,,0.66928761,,,,0.0000000000,,
5.6,5.252,6.1068,6.10660,,0.73068304,,,,0.0000000400,,
5.7,6.4098,6.1443,6.14400,,0.07049025,,,,0.0000000900,,
5.8,7.5617,6.2935,6.29330,,1.60833124,,,,0.0000000400,,
5.9,7.1694,6.5423,6.54240,,0.39325441,,,,0.0000000100,,
6,6.3021,6.7267,6.72690,,0.18028516,,,,0.0000000400,,
6.1,7.5467,6.8059,6.80600,,0.54878464,,,,0.0000000100,,
6.2,6.7938,7.0012,7.00140,,0.04301476,,,,0.0000000400,,
6.3,6.494,7.1015,7.10160,,0.36905625,,,,0.0000000100,,
6.4,6.7893,7.1617,7.16170,,0.13868176,,,,0.0000000000,,
6.5,6.7323,7.2452,7.24510,,0.26306641,,,,0.0000000100,,
6.6,7.1394,7.3145,7.31440,,0.03066001,,,,0.0000000100,,
6.7,7.8876,7.4174,7.41730,,0.22108804,,,,0.0000000100,,
6.8,6.6943,7.5845,7.58440,,0.79245604,,,,0.0000000100,,
6.9,7.9094,7.6155,7.61530,,0.08637721,,,,0.0000000400,,
7,8.7124,7.7646,7.76440,,0.89832484,,,,0.0000000400,,
7.1,8.1041,7.9785,7.97860,,0.01577536,,,,0.0000000100,,
7.2,8.6984,8.1101,8.11010,,0.34609689,,,,0.0000000000,,
7.3,8.2438,8.2875,8.28770,,0.00190969,,,,0.0000000400,,
7.4,10.09,8.4015,8.40170,,2.85103225,,,,0.0000000400,,
7.5,9.4618,8.6881,8.68860,,0.59861169,,,,0.0000002500,,
7.6,7.3656,8.8829,8.88340,,2.30219929,,,,0.0000002500,,
7.7,8.8783,8.8488,8.84900,,0.00087025,,,,0.0000000400,,
7.8,7.4567,8.969,8.96920,,2.28705129,,,,0.0000000400,,
7.9,9.7954,8.9353,8.93520,,0.73977201,,,,0.0000000100,,
8,9.4684,9.1381,9.13820,,0.10909809,,,,0.0000000100,,
8.1,9.8229,9.2878,9.28790,,0.28633201,,,,0.0000000100,,
8.2,10.189,9.4575,9.45780,,0.53509225,,,,0.0000000900,,
8.3,11.113,9.6466,9.64690,,2.15032896,,,,0.0000000900,,
8.4,9.6413,9.9085,9.90900,,0.07139584,,,,0.0000002500,,
8.5,9.8825,9.997,9.99750,,0.01311025,,,,0.0000002500,,
8.6,10.616,10.101,10.10100,,0.265225,,,,0.0000000000,,
8.7,11.085,10.267,10.26700,,0.669124,,,,0.0000000000,,
8.8,9.5302,10.463,10.46300,,0.87011584,,,,0.0000000000,,
8.9,10.024,10.484,10.48400,,0.2116,,,,0.0000000000,,
9,10.586,10.552,10.55200,,0.001156,,,,0.0000000000,,
9.1,8.5922,10.669,10.67000,,4.31309824,,,,0.0000010000,,
9.2,11.545,10.576,10.57600,,0.938961,,,,0.0000000000,,
9.3,9.9277,10.786,10.78600,,0.73667889,,,,0.0000000000,,
9.4,11.779,10.814,10.81400,,0.931225,,,,0.0000000000,,
9.5,10.366,11.024,11.02400,,0.432964,,,,0.0000000000,,
9.6,11.602,11.071,11.07100,,0.281961,,,,0.0000000000,,
9.7,11.923,11.237,11.23700,,0.470596,,,,0.0000000000,,
9.8,11.271,11.418,11.41800,,0.021609,,,,0.0000000000,,
9.9,11.986,11.515,11.51500,,0.221841,,,,0.0000000000,,
10,11.568,11.674,11.67400,,0.011236,,,,0.0000000000,,
10.1,12.239,11.775,11.77500,,0.215296,,,,0.0000000000,,
10.2,11.015,11.933,11.93300,,0.842724,,,,0.0000000000,,
10.3,11.341,11.952,11.95200,,0.373321,,,,0.0000000000,,
10.4,13.178,12.003,12.00200,,1.380625,,,,0.0000010000,,
10.5,11.712,12.231,12.23100,,0.269361,,,,0.0000000000,,
10.6,12.488,12.289,12.29000,,0.039601,,,,0.0000010000,,
10.7,11.092,12.42,12.42000,,1.763584,,,,0.0000000000,,
10.8,12.061,12.397,12.39700,,0.112896,,,,0.0000000000,,
10.9,11.829,12.474,12.47400,,0.416025,,,,0.0000000000,,
