29.971,29.297,29.381
29.977,29.437,29.448
28.726,29.566,29.557
31.152,29.564,29.674
29.239,29.781,29.559
29.006,29.812,29.768
28.992,29.81,29.825
30.937,29.809,29.937
29.85,29.99,29.984
32.369,30.054,30.107
29.962,30.346,30.128
30.131,30.387,30.249
30.638,30.435,30.294
29.381,30.529,30.367
30.19,30.493,30.422
29.426,30.55,30.749
31.727,30.519,30.849
31.225,30.71,30.972
30.105,30.836,31.131
31.271,30.841,31.213
30.819,30.948,31.151
32.288,31.004,31.126
32.45,31.205,31.309
31.784,31.388,31.234
31.743,31.499,31.331
32.146,31.598,31.476
30.908,31.722,31.55
32.062,31.723,31.757
31.369,31.82,31.702
32.459,31.847,31.736
31.699,31.979,31.848
33.446,32.021,31.878
32.045,32.225,31.901
33.138,32.284,32.074
32.224,32.44,32.253
31.03,32.488,32.286
32.638,32.419,32.333
32.094,32.503,32.26
31.113,32.531,32.275
32.453,32.463,32.262
32.519,32.53,32.292
32.187,32.605,32.494
33.698,32.635,32.546
31.773,32.797,32.44
31.69,32.767,32.474
32.457,32.731,32.459
32.822,32.772,32.491
32.205,32.85,32.631
32.531,32.861,32.755
31.929,32.899,32.834
34.549,32.874,32.864
34.509,33.1,32.883
31.694,33.303,32.967
34.646,33.219,33.023
32.341,33.422,33.09
32.748,33.381,33.003
33.595,33.392,33.13
32.842,33.475,33.114
34.263,33.481,33.143
34.288,33.626,33.265
31.966,33.755,33.302
32.46,33.652,33.354
32.812,33.608,33.448
33.87,33.6,33.517
33.093,33.688,33.455
34.224,33.704,33.633
33.822,33.818,33.632
32.789,33.883,33.64
33.586,33.835,33.469
32.902,33.878,33.528
33.129,33.856,33.655
34.979,33.858,33.812
32.471,34.031,33.849
32.136,33.945,33.822
34.189,33.835,33.777
32.429,33.93,33.73
33.837,33.863,33.955
34.256,33.929,34.051
34.002,34.032,34.226
33.937,34.102,34.414
34.348,34.155,34.505
35.618,34.241,34.607
34.168,34.44,34.703
35.272,34.48,34.765
34.288,34.62,34.81
35.463,34.66,34.984
34.539,34.806,35.145
36.097,34.841,35.1
35.405,35.03,35.249
36.707,35.133,35.372
35.632,35.344,35.364
36.132,35.434,35.406
36.733,35.573,35.652
36.097,35.748,35.734
35.372,35.84,35.696
35.53,35.852,35.624
35.019,35.892,35.826
34.277,35.878,35.999
36.214,35.79,36.089
36.656,35.896,36.203
36.428,36.029,36.215
35.991,36.129,36.248
36.019,36.181,36.368
37.479,36.233,36.528
36.905,36.413,36.578
37.93,36.52,36.587
37.337,36.715,36.646
38.038,36.841,36.808
35.679,37.014,36.833
36.697,36.949,36.914
37.766,36.984,36.933
38.56,37.121,37.025
35.688,37.32,37.123
37.124,37.219,37.051
38.88,37.277,37.244
37.391,37.487,37.256
36.858,37.542,37.384
36.203,37.535,37.407
37.481,37.472,37.537
37.903,37.533,37.591
37.861,37.629,37.679
37.545,37.709,37.695
37.733,37.751,37.711
38.338,37.81,37.8
38.529,37.915,37.757
36.564,38.034,37.865
38.299,37.945,37.744
37.319,38.039,37.829
38.444,38.034,37.971
37.539,38.133,38.05
39.067,38.132,38.037
38.948,38.28,38.117
37.445,38.399,38.117
37.687,38.367,38.181
39.799,38.368,38.383
39.101,38.555,38.303
36.83,38.669,38.445
39.032,38.557,38.602
39.038,38.662,38.709
38.029,38.757,38.787
37.767,38.745,38.834
39.107,38.706,38.817
37.839,38.8,38.839
39.346,38.761,38.788
38.851,38.877,38.907
37.609,38.936,39.061
39.76,38.866,39.085
38.356,39.007,39.122
38.668,38.999,39.099
40.85,39.029,39.263
39.053,39.257,39.265
39.199,39.295,39.345
40.295,39.346,39.476
40.648,39.494,39.569
39.269,39.664,39.713
39.206,39.683,39.786
39.089,39.692,39.809
40.338,39.692,39.896
39.865,39.814,40.056
40.41,39.873,40.094
41.292,39.985,40.27
41.297,40.167,40.378
39.701,40.328,40.415
39.744,40.324,40.5
41.142,40.324,40.557
41.034,40.457,40.631
41.326,40.564,40.647
41.103,40.696,40.828
39.574,40.789,40.901
40.2,40.728,40.97
40.445,40.729,40.959
40.683,40.753,40.963
40.87,40.789,40.803
40.822,40.851,40.862
40.423,40.903,40.938
41.075,40.905,40.874
41.016,40.973,40.911
40.937,41.038,41.124
40.94,41.086,41.267
40.274,41.13,41.431
42.519,41.108,41.618
42.82,41.299,41.757
42.15,41.493,41.742
40.883,41.602,41.683
41.998,41.58,41.62
40.634,41.672,41.683
41.989,41.627,41.774
42.152,41.712,41.8
42.694,41.804,41.822
42.86,41.939,41.849
42.395,42.07,41.742
40.653,42.144,41.64
42.625,42.058,41.787
41.084,42.168,41.942
41.053,42.113,41.937
44.41,42.063,41.994
41.88,42.34,42.104
41.722,42.346,42.131
42.655,42.343,42.304
41.632,42.418,42.254
42.885,42.398,42.405
42.243,42.49,42.363
42.291,42.517,42.422
41.898,42.543,42.41
42.38,42.524,42.296
41.367,42.558,42.298
43.154,42.495,42.353
41.874,42.605,42.357
41.958,42.585,42.381
41.493,42.569,42.316
41.823,42.509,42.189
43.581,42.492,42.208
42.682,42.645,42.238
40.499,42.697,42.275
41.54,42.535,42.251
41.956,42.491,42.311
41.336,42.482,42.197
42.093,42.43,42.385
41.971,42.453,42.534
43.359,42.455,42.531
42.078,42.59,42.561
41.563,42.592,42.633
43.163,42.556,42.928
41.807,42.662,42.937
42.991,42.627,42.913
44.199,42.715,43.036
43.181,42.904,43.052
43.941,42.987,43.27
43.523,43.129,43.354
42.937,43.209,43.289
44.357,43.232,43.337
42.102,43.396,43.567
46.001,43.318,43.536
43.753,43.621,43.597
44.156,43.679,43.598
43.224,43.769,43.583
42.689,43.766,43.648
42.072,43.708,43.64
44.804,43.598,43.625
42.501,43.763,43.736
43.006,43.686,43.683
43.496,43.666,43.661
42.818,43.7,43.761
43.973,43.665,43.823
43.982,43.746,43.957
43.552,43.823,44.147
44.53,43.842,44.147
43.245,43.952,44.146
43.688,43.936,44.26
45.023,43.961,44.343
44.516,44.11,44.402
44.869,44.199,44.531
45.677,44.31,44.599
45.065,44.488,44.688
44.6,44.587,44.7
44.989,44.634,44.738
45.388,44.717,44.85
43.287,44.82,44.773
44.768,44.726,44.936
43.918,44.774,44.952
45.421,44.735,44.939
45.808,44.848,45.027
46.072,44.987,45.125
44.513,45.14,45.271
44.796,45.121,45.227
46.257,45.135,45.269
45.353,45.28,45.185
45.004,45.335,45.309
45.389,45.357,45.539
45.834,45.41,45.693
46.384,45.493,45.717
45.51,45.628,45.898
45.253,45.661,45.934
46.02,45.665,45.963
46.353,45.752,46.199
46.122,45.849,46.169
46.688,45.914,46.124
48.493,46.039,46.353
47.403,46.316,46.418
45.408,46.463,46.495
46.044,46.398,46.387
44.861,46.406,46.406
45.624,46.298,46.377
47.465,46.28,46.484
47.896,46.436,46.548
48.431,46.612,46.491
45.856,46.826,46.537
47.341,46.778,46.627
46.231,46.875,46.711
47.897,46.855,46.757
47.99,47.007,47.029
46.839,47.145,47.156
45.235,47.158,47.226
47.302,47.022,47.37
46.4,47.09,47.424
46.48,47.061,47.387
46.992,47.044,47.361
46.209,47.084,47.483
48.884,47.04,47.493
47.444,47.262,47.659
47.055,47.322,47.73
47.788,47.341,47.853
46.515,47.421,47.85
48.965,47.38,47.988
47.517,47.573,48.069
48.391,47.606,48.069
48.051,47.725,48.208
46.933,47.796,48.27
47.492,47.753,48.295
48.304,47.761,48.195
48.936,47.85,48.189
48.472,47.99,48.181
48.821,48.073,48.184
47.443,48.182,48.209
49.377,48.145,48.13
50.022,48.304,48.224
49.21,48.505,48.265
47.12,48.611,48.321
48.755,48.509,48.397
48.709,48.569,48.41
48.163,48.628,48.593
48.506,48.619,48.578
48.013,48.644,48.573
48.749,48.62,48.57
48.681,48.669,48.597
49.221,48.707,48.618
48.864,48.8,48.787
48.753,48.84,48.755
49.029,48.87,48.81
48.365,48.917,48.734
47.247,48.902,48.766
49.248,48.782,48.806
48.59,48.866,48.885
49.159,48.883,49.038
49.696,48.943,49.018
48.452,49.048,48.968
47.906,49.023,48.904
47.073,48.948,48.815
48.004,48.806,48.818
49.929,48.773,48.967
49.095,48.923,49.059
49.613,48.974,49.058
50.449,49.074,49.129
48.682,49.239,49.128
49.813,49.226,49.238
50.766,49.321,49.324
48.181,49.489,49.247
48.224,49.396,49.167
49.114,49.329,49.375
49.433,49.339,49.285
48.657,49.392,49.474
48.779,49.354,49.42
47.554,49.34,49.539
48.159,49.208,49.598
49.676,49.143,49.6
50.973,49.228,49.584
48.996,49.426,49.543
51.338,49.424,49.622
49.482,49.647,49.771
48.845,49.662,49.694
50.439,49.622,49.765
48.824,49.74,49.901
51.712,49.688,49.917
49.263,49.914,49.92
49.833,49.891,50.037
49.946,49.916,49.963
48.833,49.956,50.039
50.589,49.878,49.936
49.807,49.984,50.038
51.995,50.008,50.196
49.19,50.228,50.161
50.272,50.168,50.273
49.303,50.21,50.259
49.729,50.162,50.351
50.165,50.153,50.333
50.123,50.188,50.355
49.526,50.214,50.342
50.636,50.18,50.303
52.609,50.259,50.367
50.147,50.52,50.469
50.439,50.518,50.486
49.009,50.541,50.455
51.476,50.426,50.405
49.936,50.559,50.424
49.579,50.533,50.449
49.437,50.483,50.606
51.268,50.414,50.562
50.639,50.521,50.431
48.665,50.563,50.396
51.787,50.415,50.386
49.943,50.58,50.43
49.916,50.558,50.574
50.149,50.533,50.647
51.097,50.535,50.774
50.33,50.631,50.986
51.447,50.642,51.126
51.883,50.753,51.18
51.599,50.893,51.204
51.8,50.996,51.29
51.67,51.103,51.27
51.908,51.194,51.389
49.978,51.296,51.459
51.215,51.204,51.51
51.427,51.241,51.617
52.779,51.292,51.667
50.3,51.465,51.684
51.595,51.383,51.646
51.188,51.431,51.581
51.864,51.442,51.643
52.13,51.51,51.588
52.344,51.603,51.663
51.075,51.704,51.669
51.178,51.677,51.739
50.938,51.662,51.765
52.558,51.62,51.691
51.686,51.741,51.735
51.048,51.766,51.737
53.437,51.731,51.8
51.758,51.926,51.868
51.874,51.94,51.861
51.369,51.967,51.933
51.539,51.942,51.978
52.61,51.935,52.015
50.973,52.029,52.032
53.246,51.965,52.159
52.681,52.12,52.237
51.388,52.191,51.99
51.996,52.148,52.086
51.477,52.165,52.12
53.082,52.133,52.213
52.765,52.253,52.23
51.487,52.322,52.04
52.059,52.279,52.202
53.031,52.283,52.11
51.777,52.383,52.106
51.889,52.353,52.075
51.899,52.34,52.116
51.155,52.331,52.211
52.08,52.256,52.355
53.851,52.27,52.395
51.116,52.451,52.444
53.463,52.362,52.615
53.483,52.488,52.472
51.207,52.613,52.508
53.34,52.514,52.626
52.055,52.625,52.707
53.419,52.599,52.713
52.252,52.709,52.79
53.582,52.704,52.998
53.608,52.82,53.087
53.695,52.927,53.171
51.931,53.024,53.11
52.236,52.953,53.215
54.422,52.916,53.282
53.109,53.083,53.197
51.373,53.12,53.347
52.677,52.981,53.328
53.362,52.984,53.411
52.365,53.044,53.335
54.656,53.011,53.428
53.718,53.199,53.505
53.663,53.289,53.785
53.815,53.357,53.905
52.67,53.427,53.884
54.387,53.387,53.99
53.502,53.509,53.993
54.262,53.535,54.007
54.933,53.635,54.082
53.041,53.787,54.132
54.534,53.744,54.163
53.791,53.843,54.126
53.539,53.861,54.059
55.139,53.86,54.135
54.985,54.008,54.148
54.207,54.13,54.216
53.594,54.166,54.29
53.301,54.137,54.289
53.63,54.083,54.271
54.235,54.058,54.13
55.076,54.097,54.044
55.111,54.224,54.224
52.764,54.334,54.232
53.944,54.218,54.408
54.265,54.221,54.483
55.625,54.253,54.535
53.366,54.407,54.503
54.826,54.334,54.525
55.661,54.408,54.561
53.579,54.553,54.593
55.227,54.492,54.73
55.196,54.585,54.697
54.322,54.662,54.569
53.629,54.646,54.412
53.996,54.565,54.219
55.759,54.538,54.263
54.471,54.687,54.442
54.784,54.694,54.512
54.904,54.724,54.431
53.062,54.759,54.296
54.458,54.619,54.234
55.706,54.628,54.228
52.642,54.75,54.121
55.524,54.576,54.162
52.258,54.694,54.238
53.45,54.485,54.178
53.654,54.414,54.239
55.059,54.372,54.34
53.189,54.459,54.274
55.246,54.362,54.246
52.86,54.473,54.283
53.908,54.35,54.398
56.468,54.344,54.622
54.011,54.575,54.703
56.413,54.549,54.768
52.902,54.753,54.828
54.021,54.603,54.854
54.876,54.57,54.786
56.025,54.628,54.875
57.316,54.783,54.844
56.236,55.039,54.668
54.656,55.172,54.564
53.359,55.144,54.508
53.305,54.995,54.438
53.555,54.861,54.504
54.903,54.762,54.516
54.518,54.802,54.557
53.557,54.803,54.643
54.754,54.711,54.687
52.884,54.735,54.585
55.193,54.59,54.721
55.629,54.669,54.661
55.755,54.787,54.706
54.895,54.9,54.637
53.935,54.926,54.69
55.913,54.863,54.843
54.684,54.993,54.974
54.894,54.981,54.825
53.423,55,54.892
53.778,54.874,54.889
55.458,54.79,54.8
55.75,54.878,54.815
54.201,54.977,54.653
53.728,54.92,54.498
54.876,54.836,54.605
55.285,54.872,54.77
53.37,54.937,54.813
55.868,54.813,54.829
55.297,54.937,54.821
54.927,54.997,54.847
54.505,55.013,54.836
53.619,54.997,55
54.203,54.896,55.122
54.085,54.849,55.008
54.322,54.803,55.055
55.531,54.777,54.974
55.672,54.869,54.887
56.259,54.972,54.951
54.374,55.121,55.007
53.644,55.076,55.044
54.913,54.958,54.936
55.287,54.977,54.92
55.676,55.035,55.006
54.108,55.115,54.924
53.523,55.038,54.819
55.286,54.916,54.773
55.134,54.985,54.972
54.013,55.021,54.928
55.815,54.952,54.997
54.558,55.054,54.915
54.614,55.037,55.04
55.186,55.018,54.983
54.584,55.055,54.926
54.208,55.041,55.062
55.963,54.981,54.968
54.834,55.106,55.139
54.918,55.103,55.109
54.555,55.115,55.245
55.762,55.086,55.252
55.917,55.176,55.289
55.855,55.275,55.396
53.989,55.355,55.442
55.192,55.249,55.44
55.247,55.272,55.556
54.442,55.294,55.564
55.88,55.244,55.729
55.682,55.324,55.656
56.079,55.387,55.76
56.761,55.465,55.537
54.668,55.604,55.401
54.184,55.53,55.235
55.072,55.428,55.298
54.683,55.417,55.296
55.599,55.374,55.366
56.207,55.42,55.385
56.523,55.518,55.408
54.625,55.636,55.4
56.421,55.566,55.456
57.379,55.676,55.592
55.625,55.861,55.612
54.508,55.86,55.585
54.405,55.76,55.705
55.601,55.651,55.651
56.258,55.675,55.771
55.111,55.758,55.892
55.816,55.714,55.786
57.187,55.75,55.868
54.691,55.914,55.973
55.817,55.823,56.03
56.624,55.847,56.071
55.057,55.943,56.086
55.733,55.887,56.211
55.719,55.899,56.29
56.634,55.91,56.421
56.576,56.003,56.466
57.817,56.078,56.441
56.292,56.267,56.489
55.783,56.286,56.374
55.841,56.257,56.333
57.935,56.242,56.383
58.344,56.434,56.6
56.504,56.641,56.695
56.39,56.645,56.613
56.595,56.642,56.613
56.016,56.663,56.715
55.87,56.622,56.722
55.965,56.573,56.756
55.96,56.533,56.684
56.037,56.501,56.714
55.372,56.481,56.783
57.049,56.396,56.749
56.205,56.48,56.767
55.743,56.466,56.597
58.69,56.419,56.599
56.08,56.656,56.609
57.305,56.624,56.65
56.989,56.716,56.788
55.53,56.761,56.76
57.103,56.668,56.823
58.276,56.736,56.938
57.831,56.905,57.002
57.061,57.014,57.005
58.759,57.042,57.092
56.531,57.224,57.061
56.889,57.179,57.094
58.481,57.172,57.103
58.445,57.317,57.138
56.54,57.446,57.175
56.502,57.383,57.259
58.169,57.317,57.221
56.952,57.424,57.364
57.29,57.409,57.571
57.64,57.417,57.59
56.77,57.458,57.6
56.656,57.407,57.49
58.491,57.359,57.566
56.597,57.485,57.558
57.201,57.422,57.598
57.778,57.415,57.499
57.263,57.467,57.466
57.005,57.463,57.377
57.994,57.438,57.368
55.402,57.507,57.302
56.492,57.331,57.396
57.535,57.274,57.466
58.1,57.319,57.487
56.794,57.418,57.599
58.325,57.378,57.592
57.069,57.488,57.599
58.212,57.463,57.513
55.878,57.553,57.516
57.032,57.421,57.684
58.87,57.412,57.846
58.401,57.573,57.918
55.627,57.678,58.085
57.139,57.501,58.064
56.785,57.487,58.079
56.841,57.438,58.041
58.146,57.4,58.039
59.016,57.492,58.082
57.038,57.661,58.186
59.802,57.615,58.067
59.319,57.842,58.076
58.033,58,58.069
58.717,58.022,58.089
57.516,58.108,58.126
57.618,58.072,58.16
58.341,58.05,58.225
58.054,58.093,58.183
57.299,58.111,58.258
59.4,58.052,58.258
57.832,58.203,58.361
59.952,58.183,58.313
58.665,58.368,58.304
58.371,58.419,58.404
58.145,58.431,58.38
57.535,58.43,58.563
59.594,58.365,58.624
57.473,58.495,58.539
58.379,58.415,58.535
56.846,58.428,58.52
57.838,58.304,58.699
59.204,58.28,58.748
58.799,58.379,58.611
58.177,58.441,58.71
58.703,58.432,58.697
58.65,58.473,58.653
58.734,58.509,58.687
57.934,58.553,58.789
58.516,58.508,58.719
59.148,58.524,58.691
60.272,58.597,58.615
58.681,58.772,58.588
61.765,58.79,58.808
57.945,59.088,58.783
59.723,58.995,58.774
59.358,59.078,58.723
59.011,59.123,58.767
60.734,59.133,58.856
57.999,59.303,58.915
59.895,59.192,58.842
59.205,59.278,58.924
60.257,59.291,59.005
58.34,59.393,58.897
58.736,59.305,58.811
58.51,59.27,58.895
58.736,59.217,58.954
58.997,59.186,58.925
59.058,59.19,59.066
59.435,59.197,59.136
60.312,59.237,59.17
58.48,59.351,59.082
59.374,59.281,59.026
59.221,59.308,59.071
60.122,59.316,59.088
57.973,59.411,59.142
57.706,59.29,59.146
58.086,59.154,59.119
59.38,59.061,58.967
58.334,59.104,58.885
58.217,59.05,58.94
57.197,58.991,59.027
58.49,58.843,59.147
58.348,58.824,59.106
58.297,58.8,59.202
59.975,58.767,59.167
59.671,58.894,59.083
57.994,58.992,59.239
59.209,58.92,59.375
59.129,58.964,59.375
59.262,59,59.448
60.922,59.039,59.415
59.368,59.237,59.479
57.615,59.266,59.492
58.979,59.128,59.557
60.24,59.135,59.654
60.333,59.257,59.686
60.176,59.378,59.759
60.13,59.472,59.802
57.983,59.554,59.896
59.561,59.415,59.782
58.964,59.443,59.755
60.143,59.419,59.883
60.675,59.507,59.962
59.125,59.631,59.91
59.361,59.602,60.003
60.131,59.587,59.861
60.366,59.654,59.853
60.102,59.746,60.044
60.19,59.8,60.16
60.058,59.854,60.212
60.172,59.884,60.123
59.352,59.926,60.127
62.188,59.893,60.276
59.905,60.125,60.265
61.558,60.12,60.301
60.864,60.274,60.379
60.019,60.345,60.402
60.267,60.324,60.316
60.848,60.344,60.553
60.454,60.412,60.689
61.464,60.428,60.659
61.728,60.538,60.633
59.428,60.659,60.522
60.163,60.554,60.486
61.348,60.528,60.443
59.333,60.622,60.502
59.276,60.517,60.594
60.185,60.414,60.616
59.933,60.403,60.563
60.837,60.37,60.51
60.862,60.428,60.524
59.593,60.483,60.527
59.448,60.42,60.69
60.723,60.344,60.736
60.645,60.389,60.655
60.62,60.428,60.673
59.881,60.463,60.741
61.477,60.417,60.65
60.438,60.537,60.768
60.282,60.549,60.936
59.971,60.531,60.819
61.099,60.495,60.889
61.356,60.569,60.965
60.717,60.654,60.901
62.643,60.669,60.823
59.561,60.878,60.986
60.694,60.77,61.084
61.989,60.775,61.078
60.395,60.904,61.086
61.345,60.864,61.006
60.343,60.929,61.13
61.793,60.88,61.02
60.6,60.978,60.992
60.482,60.954,60.98
60.142,60.916,60.86
60.676,60.849,60.731
62.415,60.846,60.74
59.859,61.011,60.815
61.636,60.919,60.912
59.567,60.997,60.869
60.375,60.874,60.873
60.125,60.842,60.922
61.379,60.785,60.876
60.124,60.861,61.023
60.431,60.805,61.053
61.402,60.784,61.088
62.731,60.856,61.091
59.558,61.041,60.975
59.668,60.918,61.083
60.804,60.806,60.952
61.406,60.816,60.901
61.45,60.878,60.773
61.168,60.943,60.734
60.378,60.975,60.684
61.602,60.93,60.672
61.138,61.009,60.725
60.648,61.034,60.725
60.713,61.012,60.783
60.969,60.997,60.794
61.181,61.007,60.806
62.024,61.034,60.755
60.152,61.134,60.633
60.31,61.053,60.634
